locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCMBFCID_03021	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
OCMBFCID_03022	CDS	1290	sdaC		COG0814	Serine transporter
OCMBFCID_03023	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
OCMBFCID_03024	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
OCMBFCID_03025	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
OCMBFCID_03026	CDS	648	fucA_1	4.1.2.17	COG0235	L-fuculose phosphate aldolase
OCMBFCID_03027	CDS	1317	fucP		COG0738	L-fucose-proton symporter
OCMBFCID_03028	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
OCMBFCID_03029	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
OCMBFCID_03030	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
OCMBFCID_03031	CDS	732	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
OCMBFCID_03032	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
OCMBFCID_03033	CDS	396				hypothetical protein
OCMBFCID_03034	CDS	918	gcvA_2			Glycine cleavage system transcriptional activator
OCMBFCID_03035	CDS	228	ygdR_1			putative lipoprotein YgdR
OCMBFCID_03036	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
OCMBFCID_03037	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
OCMBFCID_03038	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
OCMBFCID_03039	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
OCMBFCID_03040	tRNA	77				tRNA-Met(cat)
OCMBFCID_03041	tRNA	77				tRNA-Met(cat)
OCMBFCID_03042	tRNA	77				tRNA-Met(cat)
OCMBFCID_03043	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
OCMBFCID_03044	CDS	1332	argA_1	2.3.1.1	COG0548	Amino-acid acetyltransferase
OCMBFCID_03045	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
OCMBFCID_03046	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
OCMBFCID_03047	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
OCMBFCID_03048	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
OCMBFCID_03049	CDS	324				hypothetical protein
OCMBFCID_03050	CDS	408				hypothetical protein
OCMBFCID_03051	CDS	564				hypothetical protein
OCMBFCID_03052	CDS	471				hypothetical protein
OCMBFCID_03053	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
OCMBFCID_03054	CDS	876	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
OCMBFCID_03055	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
OCMBFCID_03056	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
OCMBFCID_03057	CDS	147				hypothetical protein
OCMBFCID_03058	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
OCMBFCID_03059	CDS	714				hypothetical protein
OCMBFCID_03060	CDS	219	ygdR_2			putative lipoprotein YgdR
OCMBFCID_03061	CDS	1041	tas		COG0667	Protein tas
OCMBFCID_03062	CDS	1194	lplT			Lysophospholipid transporter LplT
OCMBFCID_03063	CDS	2160	aas		COG0204	Bifunctional protein Aas
OCMBFCID_03064	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
OCMBFCID_03065	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
OCMBFCID_03066	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
OCMBFCID_03067	CDS	693	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
OCMBFCID_03068	CDS	1419	araE			Arabinose-proton symporter
OCMBFCID_03069	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
OCMBFCID_03070	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
OCMBFCID_03071	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
OCMBFCID_03072	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
OCMBFCID_03073	CDS	633	ecpR_2			HTH-type transcriptional regulator EcpR
OCMBFCID_03074	CDS	810				hypothetical protein
OCMBFCID_03075	CDS	483				hypothetical protein
OCMBFCID_03076	CDS	141	yqeL			putative protein YqeL
OCMBFCID_03077	CDS	426				hypothetical protein
OCMBFCID_03078	CDS	96				hypothetical protein
OCMBFCID_03079	CDS	492				hypothetical protein
OCMBFCID_03080	CDS	492	sicA_1		COG0457	Chaperone protein SicA
OCMBFCID_03081	CDS	1377	hilA_1		COG0457	Transcriptional regulator HilA
OCMBFCID_03082	CDS	219				hypothetical protein
OCMBFCID_03083	CDS	504				hypothetical protein
OCMBFCID_03084	CDS	633	liaR		COG2197	Transcriptional regulatory protein LiaR
OCMBFCID_03085	CDS	708	orgB			Oxygen-regulated invasion protein OrgB
OCMBFCID_03086	CDS	582	orgA			Oxygen-regulated invasion protein OrgA
OCMBFCID_03087	CDS	735	prgK		COG4669	Lipoprotein PrgK
OCMBFCID_03088	CDS	333				hypothetical protein
OCMBFCID_03089	CDS	240	prgI			Protein PrgI
OCMBFCID_03090	CDS	1182	prgH			Protein PrgH
OCMBFCID_03091	CDS	501				hypothetical protein
OCMBFCID_03092	CDS	294				hypothetical protein
OCMBFCID_03093	CDS	1113	spaS		COG1377	Surface presentation of antigens protein SpaS
OCMBFCID_03094	CDS	768	spaR_3		COG4791	Surface presentation of antigens protein SpaR
OCMBFCID_03095	CDS	261				hypothetical protein
OCMBFCID_03096	CDS	666	spaP		COG4790	Surface presentation of antigens protein SpaP
OCMBFCID_03097	CDS	948	spaO		COG1886	Surface presentation of antigens protein SpaO
OCMBFCID_03098	CDS	876				hypothetical protein
OCMBFCID_03099	CDS	459				hypothetical protein
OCMBFCID_03100	CDS	1293	spaL	3.6.3.14	COG1157	putative ATP synthase SpaL
OCMBFCID_03101	CDS	2061	invA		COG4789	Invasion protein InvA
OCMBFCID_03102	CDS	1146	mxiC			Protein MxiC
OCMBFCID_03103	CDS	1704	invG		COG1450	Protein InvG
OCMBFCID_03104	CDS	750	invF			Invasion protein InvF
OCMBFCID_03105	CDS	180	ghoT_1			Toxin GhoT
OCMBFCID_03106	CDS	1611				hypothetical protein
OCMBFCID_03107	tRNA	74				tRNA-Gly(ccc)
OCMBFCID_03108	CDS	753	nlpD_2			Murein hydrolase activator NlpD
OCMBFCID_03109	CDS	2298	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
OCMBFCID_03110	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
OCMBFCID_03111	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
OCMBFCID_03112	CDS	1779		1.14.14.51		Limonene hydroxylase
OCMBFCID_03113	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
OCMBFCID_03114	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
OCMBFCID_03115	CDS	1212	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
OCMBFCID_03116	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
OCMBFCID_03117	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
OCMBFCID_03118	CDS	1626	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
OCMBFCID_03119	CDS	771				hypothetical protein
OCMBFCID_03120	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
OCMBFCID_03121	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
OCMBFCID_03122	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
OCMBFCID_03123	CDS	780	cdhB	1.17.5.2		Caffeine dehydrogenase subunit beta
OCMBFCID_03124	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
OCMBFCID_03125	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
OCMBFCID_03126	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
OCMBFCID_03127	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
OCMBFCID_03128	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
OCMBFCID_03129	CDS	1920	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
OCMBFCID_03130	CDS	1449	uacT		COG2233	Uric acid transporter UacT
OCMBFCID_03131	CDS	126	yqfG			putative protein YqfG
OCMBFCID_03132	CDS	549	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
OCMBFCID_03133	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
OCMBFCID_03134	CDS	882	prfB		COG1186	Peptide chain release factor RF2
OCMBFCID_03135	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
OCMBFCID_03136	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
OCMBFCID_03137	CDS	897	xerD_2		COG4974	Tyrosine recombinase XerD
OCMBFCID_03138	CDS	522	fldB		COG0716	Flavodoxin 2
OCMBFCID_03139	CDS	408	ygfX			Inner membrane protein YgfX
OCMBFCID_03140	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
OCMBFCID_03141	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
OCMBFCID_03142	CDS	660				hypothetical protein
OCMBFCID_03143	CDS	312				hypothetical protein
OCMBFCID_03144	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
OCMBFCID_03145	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
OCMBFCID_03146	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
OCMBFCID_03147	CDS	1164	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
OCMBFCID_03148	CDS	1203	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
OCMBFCID_03149	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
OCMBFCID_03150	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
OCMBFCID_03151	CDS	579				hypothetical protein
OCMBFCID_03152	CDS	330	zapA		COG3027	Cell division protein ZapA
OCMBFCID_03153	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
OCMBFCID_03154	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
OCMBFCID_03155	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
OCMBFCID_03156	CDS	897	dmlR_3			HTH-type transcriptional regulator DmlR
OCMBFCID_03157	CDS	630	azoR1	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase 1
OCMBFCID_03158	CDS	261	bhsA_4			Multiple stress resistance protein BhsA
OCMBFCID_03159	CDS	1326	cbdC			2-halobenzoate 1,2-dioxygenase electron transfer component
OCMBFCID_03160	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
OCMBFCID_03161	CDS	2145	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
OCMBFCID_03162	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
OCMBFCID_03163	CDS	786	scpB	4.1.1.41	COG1024	Methylmalonyl-CoA decarboxylase
OCMBFCID_03164	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
OCMBFCID_03165	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
OCMBFCID_03166	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
OCMBFCID_03167	CDS	636	argO		COG1279	Arginine exporter protein ArgO
OCMBFCID_03168	CDS	1044			COG1638	Solute-binding protein
OCMBFCID_03169	CDS	876	mscS		COG0668	Small-conductance mechanosensitive channel
OCMBFCID_03170	CDS	1080	fbaA_2	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
OCMBFCID_03171	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
OCMBFCID_03172	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
OCMBFCID_03173	CDS	432				hypothetical protein
OCMBFCID_03174	CDS	579				hypothetical protein
OCMBFCID_03175	CDS	708	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
OCMBFCID_03176	CDS	678	ecfA1_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
OCMBFCID_03177	CDS	678	ecfA1_2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
OCMBFCID_03178	CDS	714	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
OCMBFCID_03179	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
OCMBFCID_03180	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
OCMBFCID_03181	CDS	1278	yggP_1	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
OCMBFCID_03182	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
OCMBFCID_03183	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
OCMBFCID_03184	CDS	909	hflC_1		COG0330	Modulator of FtsH protease HflC
OCMBFCID_03185	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
OCMBFCID_03186	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
OCMBFCID_03187	CDS	1563				hypothetical protein
OCMBFCID_03188	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
OCMBFCID_03189	CDS	690				hypothetical protein
OCMBFCID_03190	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
OCMBFCID_03191	CDS	252				hypothetical protein
OCMBFCID_03192	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
OCMBFCID_03193	CDS	1395	galP			Galactose-proton symporter
OCMBFCID_03194	CDS	456	sprT			Protein SprT
OCMBFCID_03195	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
OCMBFCID_03196	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
OCMBFCID_03197	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
OCMBFCID_03198	CDS	636				hypothetical protein
OCMBFCID_03199	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OCMBFCID_03200	CDS	981	yggR_1		COG2805	putative protein YggR
OCMBFCID_03201	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
OCMBFCID_03202	CDS	567				hypothetical protein
OCMBFCID_03203	CDS	291				hypothetical protein
OCMBFCID_03204	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
OCMBFCID_03205	CDS	1137	hemN_1	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
OCMBFCID_03206	CDS	987			COG1638	Solute-binding protein
OCMBFCID_03207	CDS	504	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
OCMBFCID_03208	CDS	1302	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
OCMBFCID_03209	CDS	1008				hypothetical protein
OCMBFCID_03210	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
OCMBFCID_03211	CDS	720				hypothetical protein
OCMBFCID_03212	CDS	327			COG3171	putative protein
OCMBFCID_03213	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
OCMBFCID_03214	CDS	1053	mutY	3.2.2.-	COG1194	Adenine DNA glycosylase
OCMBFCID_03215	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
OCMBFCID_03216	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
OCMBFCID_03217	CDS	1257	nupG			Nucleoside permease NupG
OCMBFCID_03218	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
OCMBFCID_03219	CDS	708	ydfK_2		COG1811	putative membrane protein YdfK
OCMBFCID_03220	tRNA	76				tRNA-Phe(gaa)
OCMBFCID_03221	CDS	1266	intS		COG0582	Prophage integrase IntS
OCMBFCID_03222	CDS	1044				hypothetical protein
OCMBFCID_03223	CDS	330	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
OCMBFCID_03224	CDS	432	opgE_3	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
OCMBFCID_03225	CDS	405				hypothetical protein
OCMBFCID_03226	CDS	348				hypothetical protein
OCMBFCID_03227	CDS	408				hypothetical protein
OCMBFCID_03228	CDS	1119				hypothetical protein
OCMBFCID_03229	CDS	501	mprA_2		COG1846	Transcriptional repressor MprA
OCMBFCID_03230	CDS	1011	papG			Fimbrial adhesin PapG
OCMBFCID_03231	CDS	501	prsF			Minor fimbrial protein PrsF
OCMBFCID_03232	CDS	528	papE			Fimbrial protein PapE
OCMBFCID_03233	CDS	537	papK			Fimbrial adapter PapK
OCMBFCID_03234	CDS	582				hypothetical protein
OCMBFCID_03235	CDS	720	papD_2		COG3121	Chaperone protein PapD
OCMBFCID_03236	CDS	2520	papC_3		COG3188	Outer membrane usher protein PapC
OCMBFCID_03237	CDS	588	papH			PAP fimbrial minor pilin protein
OCMBFCID_03238	CDS	537	papA			Pap fimbrial major pilin protein
OCMBFCID_03239	CDS	273	papB			Major pilu subunit operon regulatory protein PapB
OCMBFCID_03240	CDS	222				P fimbrial regulatory protein KS71A
OCMBFCID_03241	CDS	519				hypothetical protein
OCMBFCID_03242	CDS	357				hypothetical protein
OCMBFCID_03243	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
OCMBFCID_03244	CDS	114				hypothetical protein
OCMBFCID_03245	CDS	633				hypothetical protein
OCMBFCID_03246	CDS	261				hypothetical protein
OCMBFCID_03247	CDS	561				hypothetical protein
OCMBFCID_03248	CDS	429				hypothetical protein
OCMBFCID_03249	CDS	273				hypothetical protein
OCMBFCID_03250	CDS	216				hypothetical protein
OCMBFCID_03251	CDS	369				hypothetical protein
OCMBFCID_03252	CDS	243				hypothetical protein
OCMBFCID_03253	CDS	2091	cirA_3		COG4771	Colicin I receptor
OCMBFCID_03254	CDS	906				hypothetical protein
OCMBFCID_03255	CDS	330				hypothetical protein
OCMBFCID_03256	CDS	1134				hypothetical protein
OCMBFCID_03257	CDS	1569				hypothetical protein
OCMBFCID_03258	CDS	351				hypothetical protein
OCMBFCID_03259	CDS	435				hypothetical protein
OCMBFCID_03260	CDS	582				hypothetical protein
OCMBFCID_03261	CDS	3888	sat	3.4.21.-	COG3468	Serine protease sat autotransporter
OCMBFCID_03262	CDS	2199	iutA			Ferric aerobactin receptor
OCMBFCID_03263	CDS	1338	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
OCMBFCID_03264	CDS	1743	iucC	6.3.2.39	COG4264	Aerobactin synthase
OCMBFCID_03265	CDS	948	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
OCMBFCID_03266	CDS	1725	iucA	6.3.2.38		N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
OCMBFCID_03267	CDS	1194				hypothetical protein
OCMBFCID_03268	CDS	987	nanS_2	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
OCMBFCID_03269	CDS	735	nanR_1		COG2186	HTH-type transcriptional repressor NanR
OCMBFCID_03270	CDS	936	axeA1_1	3.1.1.72	COG0657	Acetylxylan esterase
OCMBFCID_03271	CDS	1110	nanM_1	5.1.3.24	COG3055	N-acetylneuraminate epimerase
OCMBFCID_03272	CDS	711	nanC_1			putative N-acetylneuraminic acid outer membrane channel protein NanC
OCMBFCID_03273	CDS	810	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
OCMBFCID_03274	CDS	1473	nanT_1			Sialic acid transporter NanT
OCMBFCID_03275	CDS	876	nanK_1	2.7.1.60	COG1940	N-acetylmannosamine kinase
OCMBFCID_03276	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
OCMBFCID_03277	CDS	426				hypothetical protein
OCMBFCID_03278	CDS	351				hypothetical protein
OCMBFCID_03279	CDS	1101				hypothetical protein
OCMBFCID_03280	CDS	1539				hypothetical protein
OCMBFCID_03281	CDS	309				hypothetical protein
OCMBFCID_03282	CDS	384				hypothetical protein
OCMBFCID_03283	CDS	570				hypothetical protein
OCMBFCID_03284	CDS	207				hypothetical protein
OCMBFCID_03285	CDS	573				hypothetical protein
OCMBFCID_03286	CDS	1491				hypothetical protein
OCMBFCID_03287	CDS	873	era_3		COG1159	GTPase Era
OCMBFCID_03288	CDS	3120	flu_2		COG3468	Antigen 43
OCMBFCID_03289	CDS	2517	yeeR_2			Inner membrane protein YeeR
OCMBFCID_03290	CDS	456				hypothetical protein
OCMBFCID_03291	CDS	822				hypothetical protein
OCMBFCID_03292	CDS	474	klcA_2			Antirestriction protein KlcA
OCMBFCID_03293	CDS	477				hypothetical protein
OCMBFCID_03294	CDS	222				hypothetical protein
OCMBFCID_03295	CDS	645				hypothetical protein
OCMBFCID_03296	CDS	381	cbeA_2			Cytoskeleton bundling-enhancing antitoxin CbeA
OCMBFCID_03297	CDS	378	cbtA_2			Cytoskeleton-binding toxin CbtA
OCMBFCID_03298	CDS	489				hypothetical protein
OCMBFCID_03299	CDS	198				hypothetical protein
OCMBFCID_03300	CDS	846				hypothetical protein
OCMBFCID_03301	CDS	396				hypothetical protein
OCMBFCID_03302	CDS	741				hypothetical protein
OCMBFCID_03303	CDS	156				hypothetical protein
OCMBFCID_03304	CDS	984	kpsF	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KpsF
OCMBFCID_03305	CDS	1149				hypothetical protein
OCMBFCID_03306	CDS	1677	kpsD		COG1596	Polysialic acid transport protein KpsD
OCMBFCID_03307	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OCMBFCID_03308	CDS	2028				hypothetical protein
OCMBFCID_03309	CDS	1233				hypothetical protein
OCMBFCID_03310	CDS	1578				hypothetical protein
OCMBFCID_03311	CDS	372				hypothetical protein
OCMBFCID_03312	CDS	747				hypothetical protein
OCMBFCID_03313	CDS	2490	neuO	2.3.1.136		Polysialic acid O-acetyltransferase
OCMBFCID_03314	CDS	681	kpsT			Polysialic acid transport ATP-binding protein KpsT
OCMBFCID_03315	CDS	3747				hypothetical protein
OCMBFCID_03316	CDS	993				hypothetical protein
OCMBFCID_03317	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
OCMBFCID_03318	CDS	537	epsM		COG3149	Type II secretion system protein M
OCMBFCID_03319	CDS	1179	epsL		COG3297	Type II secretion system protein L
OCMBFCID_03320	CDS	978	gspK		COG3156	Putative type II secretion system protein K
OCMBFCID_03321	CDS	606	xcpW		COG4795	Type II secretion system protein J
OCMBFCID_03322	CDS	372	xcpV		COG2165	Type II secretion system protein I
OCMBFCID_03323	CDS	564	epsH_2			Type II secretion system protein H
OCMBFCID_03324	CDS	456	epsG		COG2165	Type II secretion system protein G
OCMBFCID_03325	CDS	1224	epsF_1		COG1459	Type II secretion system protein F
OCMBFCID_03326	CDS	1494	epsE_1		COG2804	Type II secretion system protein E
OCMBFCID_03327	CDS	2061	epsD			Type II secretion system protein D
OCMBFCID_03328	CDS	831	epsC		COG3031	Type II secretion system protein C
OCMBFCID_03329	CDS	411				hypothetical protein
OCMBFCID_03330	CDS	810	pppA		COG1989	Leader peptidase PppA
OCMBFCID_03331	CDS	4563				hypothetical protein
OCMBFCID_03332	CDS	1683	glcA		COG1620	Glycolate permease GlcA
OCMBFCID_03333	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
OCMBFCID_03334	CDS	405				hypothetical protein
OCMBFCID_03335	CDS	1224	lutA_2		COG0247	Lactate utilization protein A
OCMBFCID_03336	CDS	1053		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
OCMBFCID_03337	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
OCMBFCID_03338	CDS	765	glcC		COG2186	Glc operon transcriptional activator
OCMBFCID_03339	CDS	1143				hypothetical protein
OCMBFCID_03340	CDS	2622		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
OCMBFCID_03341	CDS	249	acpP_2			Acyl carrier protein
OCMBFCID_03342	CDS	1173	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
OCMBFCID_03343	CDS	948	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
OCMBFCID_03344	CDS	1071	lptF_1		COG0795	Lipopolysaccharide export system permease protein LptF
OCMBFCID_03345	CDS	561	ytfJ_1		COG3054	putative protein YtfJ
OCMBFCID_03346	CDS	825				hypothetical protein
OCMBFCID_03347	CDS	1350	yghQ		COG2244	Inner membrane protein YghQ
OCMBFCID_03348	CDS	759	tmk_2	2.7.4.9		Thymidylate kinase
OCMBFCID_03349	CDS	699				hypothetical protein
OCMBFCID_03350	CDS	693	tmk_3	2.7.4.9		Thymidylate kinase
OCMBFCID_03351	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
OCMBFCID_03352	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
OCMBFCID_03353	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
OCMBFCID_03354	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
OCMBFCID_03355	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
OCMBFCID_03356	CDS	489	hybE			Hydrogenase-2 operon protein HybE
OCMBFCID_03357	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
OCMBFCID_03358	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
OCMBFCID_03359	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
OCMBFCID_03360	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
OCMBFCID_03361	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
OCMBFCID_03362	CDS	288				hypothetical protein
OCMBFCID_03363	CDS	888	clcD_1	3.1.1.45		Carboxymethylenebutenolidase
OCMBFCID_03364	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
OCMBFCID_03365	CDS	495				hypothetical protein
OCMBFCID_03366	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
OCMBFCID_03367	CDS	459				hypothetical protein
OCMBFCID_03368	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
OCMBFCID_03369	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
OCMBFCID_03370	CDS	1188	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
OCMBFCID_03371	CDS	660	yghB		COG0586	Inner membrane protein YghB
OCMBFCID_03372	CDS	957	rclR_2		COG2207	RCS-specific HTH-type transcriptional activator RclR
OCMBFCID_03373	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
