# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	2585323	2586216	+	DBOHML_02610	494.0	1.8e-177	0.808	0.972	0.988	UniRef:UniRef50_F4N6V7
contig_1	cds	2586264	2587154	-	DBOHML_02611	583.0	5.2e-214	1.0	1.0	0.993	BlastRules:WP_000156149
contig_1	cds	2587350	2588123	-	DBOHML_02612	461.0	3.9e-164	0.977	0.820	0.944	UniRef:UniRef50_P02915
contig_1	cds	2588131	2588847	-	DBOHML_02613	281.0	7.1e-94	0.992	0.855	0.585	UniRef:UniRef50_P0A2I7
contig_1	cds	2588844	2589530	-	DBOHML_02614	433.0	5.5e-157	1.0	1.0	0.996	BlastRules:WP_000965522
contig_1	cds	2589620	2590402	-	DBOHML_02615	464.0	6.6e-166	0.996	0.935	0.900	UniRef:UniRef50_A7MH44
contig_1	cds	2590623	2591405	-	DBOHML_02616	363.0	7.3e-126	1.0	0.939	0.685	UniRef:UniRef50_A7MH44
contig_1	cds	2591671	2592240	-	DBOHML_02617	365.0	3.9e-131	1.0	1.0	0.989	BlastRules:WP_000825700
contig_1	cds	2592335	2593852	-	DBOHML_02618	581.0	1.5e-204	0.974	1.002	0.616	UniRef:UniRef50_A0A522RMJ5
contig_1	cds	2593889	2594377	-	DBOHML_02619	248.0	3.6e-83	0.994	0.801	0.776	UniRef:UniRef50_K2KMZ9
contig_1	cds	2594636	2595298	-	DBOHML_02620	311.0	1.3e-106	1.077	1.004	0.797	UniRef:UniRef50_P09549
contig_1	cds	2595288	2596556	-	DBOHML_02621	736.0	2.8e-267	0.993	0.895	0.888	UniRef:UniRef50_P08192
contig_1	cds	2596626	2597540	-	DBOHML_02622	454.0	1.2e-161	0.803	0.988	0.980	UniRef:UniRef50_A0A956CXN9
contig_1	cds	2597696	2598355	-	DBOHML_02623	343.0	2.6e-119	0.995	0.897	0.789	UniRef:UniRef50_A0A0H3H138
contig_1	cds	2598438	2599250	-	DBOHML_02624	426.0	4.4e-150	0.963	0.855	0.800	UniRef:UniRef50_Q8ZD27
contig_1	cds	2599250	2600263	-	DBOHML_02625	625.0	2.5e-226	0.967	0.821	0.991	UniRef:UniRef50_P08390
contig_1	cds	2600329	2601465	-	DBOHML_02626	432.0	6.1e-149	0.981	0.903	0.606	UniRef:UniRef50_Q1LTA7
contig_1	cds	2601564	2602559	+	DBOHML_02627	284.0	3.8e-92	0.955	0.852	0.528	UniRef:UniRef50_P15286
contig_1	cds	2602556	2603734	-	DBOHML_02628	574.0	1.1e-204	0.857	0.806	0.887	UniRef:UniRef50_G5RYC1
contig_1	cds	2604019	2605239	-	DBOHML_02629	471.0	1.6e-163	0.998	0.942	0.612	UniRef:UniRef50_A0A7Y4FGN5
contig_1	cds	2605398	2607404	+	DBOHML_02630	1079.0	0.0	0.811	0.998	0.963	UniRef:UniRef50_A0AAX2K7S6
contig_1	cds	2607525	2607803	-	DBOHML_02631	115.0	2.1e-33	0.967	0.881	0.640	UniRef:UniRef50_A0A198GD44
contig_1	cds	2607837	2608385	-	DBOHML_02632	392.0	3.4e-142	1.0	1.0	0.995	BlastRules:WP_001089222
contig_1	cds	2608385	2609194	-	DBOHML_02633	305.0	6.2e-103	0.955	0.931	0.603	UniRef:UniRef50_I2B719
contig_1	cds	2609194	2610018	-	DBOHML_02634	360.0	1.4e-124	0.978	0.975	0.649	UniRef:UniRef50_A0A0L0AQU3
contig_1	cds	2610022	2611107	-	DBOHML_02635	517.0	1.6e-183	0.978	0.972	0.697	UniRef:UniRef50_Q5E3U6
contig_1	cds	2611142	2612074	-	DBOHML_02636	357.0	1.5e-121	0.971	0.867	0.611	UniRef:UniRef50_Q0WDE1
contig_1	cds	2612240	2612791	+	DBOHML_02637	302.0	5.8e-104	1.0	0.824	0.809	UniRef:UniRef50_P0A8B2
contig_1	cds	2612932	2613780	-	DBOHML_02638	540.0	3.7e-195	0.975	0.914	0.978	UniRef:UniRef50_A0A836ZAD6
contig_1	cds	2613782	2614306	-	DBOHML_02639	190.0	1.4e-60	0.874	0.944	0.645	UniRef:UniRef50_A0A376TWY3
contig_1	cds	2614303	2614773	-	DBOHML_02640	225.0	2.3e-74	1.192	1.0	0.629	UniRef:UniRef50_J7Q8N6
contig_1	cds	2614770	2615276	-	DBOHML_02641	322.0	2.0e-112	1.0	0.824	0.964	UniRef:UniRef50_P76501
contig_1	cds	2615293	2616042	-	DBOHML_02642	368.0	1.0e-127	0.956	0.801	0.765	UniRef:UniRef50_P77599
contig_1	cds	2616062	2618701	-	DBOHML_02643	1073.0	0.0	1.030	0.995	0.573	UniRef:UniRef50_P77196
contig_1	cds	2618785	2619351	-	DBOHML_02644	359.0	1.1e-126	0.973	0.897	1.0	UniRef:UniRef50_P77288
contig_1	cds	2620013	2620498	-	DBOHML_02645	193.0	9.4e-62	0.969	0.821	0.654	UniRef:UniRef50_P76502
contig_1	cds	2620701	2622845	-	DBOHML_02646	954.0	0.0	0.805	1.0	0.831	UniRef:UniRef50_A0A377A5Y6
contig_1	cds	2622845	2624155	-	DBOHML_02647	587.0	7.1e-208	0.977	0.859	0.692	UniRef:UniRef50_Q8ZD46
contig_1	cds	2624336	2624620	-	DBOHML_02648	-	-	-	-	-	-
contig_1	cds	2624992	2626332	+	DBOHML_02649	819.0	1.5e-302	1.0	1.025	0.915	BlastRules:WP_001766332
contig_1	cds	2626699	2627946	+	DBOHML_02650	604.0	1.2e-215	1.084	1.0	0.731	UniRef:UniRef50_A0A4P7TKK3
contig_1	cds	2628125	2628880	-	DBOHML_02651	400.0	2.9e-140	1.008	0.841	0.731	UniRef:UniRef50_P76506
contig_1	cds	2629174	2630106	+	DBOHML_02652	507.0	2.1e-181	0.926	0.950	0.906	UniRef:UniRef50_A0A1Y0L9R0
contig_1	tRNA	2630182	2630256	+	DBOHML_02653	62.5	-	-	-	-	-
contig_1	cds	2630698	2631945	-	DBOHML_02654	793.0	1.7e-290	0.971	0.929	0.993	UniRef:UniRef50_P30000
contig_1	cds	2632007	2632930	-	DBOHML_02655	595.0	3.0e-216	0.990	0.956	0.974	UniRef:UniRef50_P40713
contig_1	cds	2633146	2634579	+	DBOHML_02656	999.0	0.0	1.0	1.0	0.987	BlastRules:WP_001578726
contig_1	cds	2634587	2635540	-	DBOHML_02657	399.0	2.2e-138	1.0	0.958	0.612	UniRef:UniRef50_A0A094RTJ9
contig_1	cds	2635825	2636043	+	DBOHML_02658	-	-	-	-	-	-
contig_1	cds	2636061	2637392	+	DBOHML_02659	513.0	6.4e-179	1.097	1.0	0.578	UniRef:UniRef50_Q8FFF4
contig_1	cds	2637498	2639036	-	DBOHML_02660	990.0	0.0	1.0	1.0	1.0	BlastRules:WP_001018714
contig_1	cds	2639036	2640199	-	DBOHML_02661	738.0	3.3e-272	1.0	1.0	0.992	BlastRules:WP_000435167
contig_1	cds	2640615	2641229	+	DBOHML_02662	259.0	1.0e-86	1.0	0.919	0.657	UniRef:UniRef50_A0A2L1BU45
contig_1	cds	2641234	2644827	+	DBOHML_02663	2345.0	0.0	0.999	0.999	0.988	BlastRules:WP_001301578
contig_1	cds	2644882	2646027	-	DBOHML_02664	541.0	5.8e-192	1.005	0.923	0.671	UniRef:UniRef50_P76518
contig_1	cds	2646101	2647045	-	DBOHML_02665	590.0	2.0e-213	1.0	0.890	1.0	UniRef:UniRef50_P0AA49
contig_1	cds	2647114	2648808	-	DBOHML_02666	636.0	1.2e-222	0.975	0.826	0.598	UniRef:UniRef50_P40149
contig_1	cds	2648862	2650112	-	DBOHML_02667	686.0	7.7e-250	0.800	0.985	0.994	UniRef:UniRef50_A0A377D274
contig_1	cds	2650624	2651256	-	DBOHML_02668	216.0	3.0e-69	1.019	0.947	0.556	UniRef:UniRef50_P76520
contig_1	cds	2651552	2651827	+	DBOHML_02669	152.0	1.1e-47	0.967	0.830	0.920	UniRef:UniRef50_O32528
contig_1	cds	2651904	2652146	-	DBOHML_02670	108.0	5.6e-31	1.0	1.0	0.663	UniRef:UniRef50_A0AA44LGH2
contig_1	cds	2652499	2653419	+	DBOHML_02671	424.0	8.9e-148	0.980	0.822	0.673	UniRef:UniRef50_P0ACV2
contig_1	cds	2653911	2655149	-	DBOHML_02672	557.0	4.7e-198	0.954	0.980	0.682	UniRef:UniRef50_A0A2E9GES8
contig_1	cds	2655526	2657223	+	DBOHML_02673	1099.0	0.0	1.0	1.0	1.0	BlastRules:WP_000544359
contig_1	cds	2657238	2657972	+	DBOHML_02674	489.0	1.5e-178	1.0	1.0	1.0	BlastRules:WP_001295458
contig_1	cds	2657985	2658842	+	DBOHML_02675	535.0	2.6e-193	0.926	0.913	0.989	UniRef:UniRef50_A8ADL2
contig_1	cds	2658845	2661340	-	DBOHML_02676	-	-	-	-	-	-
contig_1	cds	2661365	2662402	-	DBOHML_02677	655.0	1.1e-238	1.043	1.0	0.944	UniRef:UniRef50_P77585
contig_1	cds	2662402	2663487	-	DBOHML_02678	624.0	2.3e-225	0.925	0.870	0.949	UniRef:UniRef50_P76524
contig_1	cds	2663502	2664749	-	DBOHML_02679	768.0	1.2e-280	1.039	1.0	0.958	UniRef:UniRef50_P77579
contig_1	cds	2664771	2665097	-	DBOHML_02680	193.0	2.4e-63	1.0	0.824	0.954	UniRef:UniRef50_P69808
contig_1	cds	2665317	2666282	-	DBOHML_02681	445.0	2.3e-155	1.0	0.823	0.670	UniRef:UniRef50_P0A6V8
contig_1	cds	2666486	2667742	+	DBOHML_02682	644.0	7.2e-233	0.828	0.991	0.980	UniRef:UniRef50_A0A919I7T6
contig_1	cds	2667857	2668183	+	DBOHML_02683	-	-	-	-	-	-
contig_1	cds	2668325	2669563	-	DBOHML_02684	731.0	9.3e-269	1.0	0.998	0.937	BlastRules:WP_000131735
contig_1	cds	2669899	2671101	+	DBOHML_02685	723.0	5.6e-266	1.0	1.0	1.0	BlastRules:WP_000376337
contig_1	cds	2671151	2673340	-	DBOHML_02686	1153.0	0.0	0.805	0.983	0.991	UniRef:UniRef50_A0A3S4L322
contig_1	tRNA	2673548	2673623	-	DBOHML_02687	75.0	-	-	-	-	-
contig_1	tRNA	2673663	2673738	-	DBOHML_02688	75.0	-	-	-	-	-
contig_1	cds	2673959	2674318	+	DBOHML_02689	220.0	9.5e-74	0.992	0.868	0.932	UniRef:UniRef50_P0AD37
contig_1	cds	2674341	2674712	+	DBOHML_02690	248.0	1.9e-84	1.0	0.820	0.992	UniRef:UniRef50_P27238
contig_1	cds	2674763	2676178	-	DBOHML_02691	860.0	1.5e-314	0.994	0.862	0.891	UniRef:UniRef50_P04805
contig_1	tRNA	2676437	2676512	+	DBOHML_02692	84.6	-	-	-	-	-
contig_1	tRNA	2676557	2676632	+	DBOHML_02693	84.6	-	-	-	-	-
contig_1	tRNA	2676679	2676754	+	DBOHML_02694	84.6	-	-	-	-	-
contig_1	tRNA	2676759	2676834	+	DBOHML_02695	94.9	-	-	-	-	-
contig_1	cds	2676954	2677295	+	DBOHML_02696	-	-	-	-	-	-
contig_1	cds	2677286	2678212	-	DBOHML_02697	475.0	1.7e-168	0.997	0.927	0.792	UniRef:UniRef50_P0ACR7
contig_1	cds	2678302	2679300	+	DBOHML_02698	565.0	2.9e-203	1.081	1.0	0.847	UniRef:UniRef50_A0A2U1TSW7
contig_1	cds	2679297	2679515	-	DBOHML_02699	113.0	4.8e-33	0.972	0.972	0.743	UniRef:UniRef50_U3TTY8
contig_1	cds	2679517	2681532	-	DBOHML_02700	1070.0	0.0	1.001	0.946	0.804	UniRef:UniRef50_C4K4K4
contig_1	cds	2681603	2682601	-	DBOHML_02701	371.0	2.8e-127	0.979	1.062	0.726	UniRef:UniRef50_A0A447PCM5
contig_1	cds	2682831	2683592	+	DBOHML_02702	381.0	1.7e-133	0.949	0.949	0.742	UniRef:UniRef50_J3DCP0
contig_1	cds	2683777	2684748	+	DBOHML_02703	500.0	3.4e-178	0.975	0.994	0.806	UniRef:UniRef50_A0A7X3M018
contig_1	cds	2685132	2685389	+	DBOHML_02704	120.0	2.5e-35	1.0	0.825	0.753	UniRef:UniRef50_Q9WXI5
contig_1	cds	2685434	2687161	+	DBOHML_02705	869.0	9.6e-315	0.995	0.897	0.781	UniRef:UniRef50_P08839
contig_1	cds	2687202	2687711	+	DBOHML_02706	181.0	6.5e-57	0.988	0.994	0.563	UniRef:UniRef50_A0AAU6W552
contig_1	cds	2687753	2688604	-	DBOHML_02707	463.0	1.5e-165	0.830	1.0	0.987	UniRef:UniRef50_A0A378A3U2
contig_1	cds	2688709	2689077	+	DBOHML_02708	177.0	1.2e-56	0.984	0.882	0.708	UniRef:UniRef50_Q47702
contig_1	cds	2689080	2689991	-	DBOHML_02709	422.0	6.9e-147	1.050	0.844	0.736	UniRef:UniRef50_P16703
contig_1	cds	2690125	2691222	-	DBOHML_02710	699.0	1.8e-254	1.142	1.0	0.873	UniRef:UniRef50_P16676
contig_1	cds	2691212	2692087	-	DBOHML_02711	432.0	4.2e-152	0.962	0.940	0.793	UniRef:UniRef50_Q7VRT7
contig_1	cds	2692087	2692920	-	DBOHML_02712	493.0	6.1e-176	0.960	0.813	0.974	UniRef:UniRef50_P16701
contig_1	cds	2692920	2693936	-	DBOHML_02713	684.0	2.2e-252	1.0	1.0	0.994	BlastRules:WP_000290230
contig_1	cds	2694107	2694898	-	DBOHML_02714	503.0	1.7e-180	1.0	0.835	0.996	UniRef:UniRef50_P37440
contig_1	cds	2695027	2695884	-	DBOHML_02715	505.0	2.8e-180	1.0	0.810	0.965	UniRef:UniRef50_P77245
contig_1	cds	2696048	2696944	+	DBOHML_02716	374.0	7.5e-129	0.990	0.925	0.664	UniRef:UniRef50_Q6D234
contig_1	cds	2696948	2698372	+	DBOHML_02717	555.0	7.9e-194	1.186	1.002	0.523	UniRef:UniRef50_P77272
contig_1	cds	2698377	2699678	+	DBOHML_02718	548.0	2.5e-192	0.961	0.827	0.627	UniRef:UniRef50_A0A078LDS2
contig_1	cds	2699736	2700635	-	DBOHML_02719	598.0	1.1e-219	1.0	1.0	0.993	BlastRules:WP_001350538
contig_1	cds	2700731	2701306	-	DBOHML_02720	294.0	1.1e-100	1.084	1.0	0.696	UniRef:UniRef50_A0A285B764
contig_1	cds	2701367	2701816	-	DBOHML_02721	212.0	1.1e-69	0.987	0.860	0.680	UniRef:UniRef50_P76538
contig_1	cds	2701803	2702228	-	DBOHML_02722	253.0	1.7e-86	1.0	0.972	0.851	UniRef:UniRef50_I2B6P6
contig_1	cds	2702442	2703311	+	DBOHML_02723	462.0	4.0e-164	1.003	0.935	0.824	UniRef:UniRef50_A0A7H4NZ89
contig_1	cds	2703312	2704214	+	DBOHML_02724	523.0	1.1e-186	1.003	0.805	0.807	UniRef:UniRef50_Q5ZW72
contig_1	cds	2704220	2705272	-	DBOHML_02725	678.0	7.9e-247	1.0	0.882	0.940	UniRef:UniRef50_Q9ZFU7
contig_1	cds	2705318	2705818	-	DBOHML_02726	244.0	6.5e-82	1.012	1.0	0.786	UniRef:UniRef50_A0A6L5EAN2
contig_1	cds	2705831	2706490	-	DBOHML_02727	397.0	1.1e-140	1.046	1.0	0.930	UniRef:UniRef50_P0A1C9
contig_1	cds	2706500	2707387	-	DBOHML_02728	563.0	4.1e-206	1.0	1.0	0.997	BlastRules:WP_000372316
contig_1	cds	2707408	2708769	-	DBOHML_02729	897.0	0.0	1.0	1.0	1.0	BlastRules:WP_000769961
contig_1	cds	2708781	2710184	-	DBOHML_02730	765.0	5.3e-278	0.979	0.948	0.858	UniRef:UniRef50_Q9ZFV2
contig_1	cds	2710181	2711407	-	DBOHML_02731	443.0	1.4e-152	0.983	0.913	0.611	UniRef:UniRef50_A0A5S9QZN5
contig_1	ncRNA	2711488	2711569	-	DBOHML_02732	75.8	3.9e-11	-	-	-	RFAM:RF02564
contig_1	ncRNA	2711687	2711768	-	DBOHML_02733	71.6	2.3e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	2711787	2711868	-	DBOHML_02734	77.4	2.0e-11	-	-	-	RFAM:RF02564
contig_1	cds	2711923	2713110	-	DBOHML_02735	620.0	6.8e-222	1.0	0.840	0.815	UniRef:UniRef50_P41795
contig_1	cds	2713100	2713936	-	DBOHML_02736	478.0	6.2e-170	0.989	0.809	0.851	UniRef:UniRef50_P0A206
contig_1	cds	2713947	2715350	-	DBOHML_02737	827.0	1.8e-302	1.017	1.0	0.947	UniRef:UniRef50_P77445
contig_1	cds	2715362	2715649	-	DBOHML_02738	181.0	6.4e-59	1.0	0.826	0.916	UniRef:UniRef50_P0AEJ8
contig_1	cds	2715756	2716091	-	DBOHML_02739	115.0	8.7e-33	0.811	0.900	0.633	UniRef:UniRef50_H9L478
contig_1	cds	2716088	2717104	-	DBOHML_02740	478.0	5.9e-170	1.0	1.280	0.778	UniRef:UniRef50_A0A377A3N5
contig_1	cds	2717101	2717904	-	DBOHML_02741	471.0	1.3e-167	0.993	0.841	0.887	UniRef:UniRef50_Q9ZFV4
contig_1	cds	2717901	2718602	-	DBOHML_02742	381.0	3.2e-134	1.0	1.017	0.841	UniRef:UniRef50_A0A2X1N9V8
contig_1	cds	2718577	2719056	-	DBOHML_02743	292.0	3.4e-101	0.925	0.860	0.980	UniRef:UniRef50_P0A208
contig_1	cds	2719069	2719404	-	DBOHML_02744	218.0	3.8e-73	0.991	0.815	1.0	UniRef:UniRef50_Q9ZFV7
contig_1	cds	2719697	2721976	-	DBOHML_02745	1397.0	0.0	1.0	1.0	0.943	BlastRules:WP_000344297
contig_1	cds	2722265	2723215	+	DBOHML_02746	375.0	8.1e-129	0.994	0.946	0.596	UniRef:UniRef50_P45055
contig_1	cds	2723235	2725238	+	DBOHML_02747	1062.0	0.0	0.846	0.979	0.918	UniRef:UniRef50_A0A7C5WY53
contig_1	cds	2725341	2726384	-	DBOHML_02748	391.0	2.3e-134	0.948	0.932	0.587	UniRef:UniRef50_A0A830Z484
contig_1	cds	2726510	2727085	-	DBOHML_02749	321.0	2.2e-111	0.995	0.927	0.826	UniRef:UniRef50_A8ADC6
contig_1	cds	2727153	2729132	-	DBOHML_02750	1338.0	0.0	1.0	0.933	0.992	UniRef:UniRef50_P37127
contig_1	cds	2729338	2731038	+	DBOHML_02751	952.0	0.0	0.995	0.920	0.883	UniRef:UniRef50_P27896
contig_1	cds	2731202	2734315	+	DBOHML_02752	1942.0	0.0	1.032	1.0	0.965	UniRef:UniRef50_A0A510IXH6
contig_1	sorf	2734414	2734473	-	DBOHML_02753	40.4	8.4e-11	1.0	1.0	0.947	UniRef:UniRef50_A0A6L6IIE5
contig_1	cds	2734854	2735210	+	DBOHML_02754	157.0	5.8e-49	0.975	0.858	0.609	UniRef:UniRef50_V5TVX2
contig_1	cds	2735214	2736341	+	DBOHML_02755	413.0	1.2e-141	1.021	0.923	0.559	UniRef:UniRef50_Q4FU86
contig_1	cds	2736369	2736569	+	DBOHML_02756	-	-	-	-	-	-
contig_1	cds	2736650	2737348	-	DBOHML_02757	399.0	9.5e-141	1.0	0.924	0.815	UniRef:UniRef50_P76561
contig_1	cds	2737422	2739437	-	DBOHML_02758	1291.0	0.0	1.0	1.0	0.955	BlastRules:WP_000829360
contig_1	cds	2739452	2740315	-	DBOHML_02759	488.0	1.6e-174	1.045	1.0	0.807	UniRef:UniRef50_A0A285B786
contig_1	cds	2740483	2741196	-	DBOHML_02760	461.0	3.4e-165	1.0	0.908	0.954	UniRef:UniRef50_P0A7D7
contig_1	cds	2741409	2742443	-	DBOHML_02761	553.0	3.7e-199	0.840	1.0	0.990	UniRef:UniRef50_I6CHY6
contig_1	cds	2742460	2743338	-	DBOHML_02762	475.0	1.8e-168	1.0	0.859	0.788	UniRef:UniRef50_P0A6L2
contig_1	cds	2743484	2744056	+	DBOHML_02763	219.0	2.8e-71	0.826	0.822	0.726	UniRef:UniRef50_A0A1Z1SUR7
contig_1	cds	2744056	2744526	+	DBOHML_02764	194.0	1.3e-62	0.968	0.904	0.589	UniRef:UniRef50_A0A1B9JZ94
contig_1	cds	2744779	2745396	+	DBOHML_02765	420.0	1.4e-152	1.0	1.0	0.980	BlastRules:WP_001336048
contig_1	cds	2745396	2747414	+	DBOHML_02766	1213.0	0.0	1.048	1.0	0.933	UniRef:UniRef50_P23482
contig_1	cds	2747425	2748372	+	DBOHML_02767	579.0	7.6e-212	1.0	1.0	0.987	BlastRules:WP_001311024
contig_1	cds	2748389	2749828	+	DBOHML_02768	914.0	0.0	1.0	1.0	1.0	BlastRules:WP_000429104
contig_1	cds	2749840	2750490	+	DBOHML_02769	234.0	3.3e-76	1.069	1.0	0.597	UniRef:UniRef50_P0AEW1
contig_1	cds	2750495	2752075	+	DBOHML_02770	683.0	3.1e-243	0.939	0.868	0.723	UniRef:UniRef50_Q6D7T3
contig_1	cds	2752065	2753780	+	DBOHML_02771	1113.0	0.0	1.0	1.029	0.967	BlastRules:WP_001102321
contig_1	cds	2753790	2754335	+	DBOHML_02772	303.0	5.0e-105	1.017	1.0	0.886	UniRef:UniRef50_P77423
contig_1	cds	2754332	2755090	+	DBOHML_02773	514.0	2.4e-188	1.0	1.0	0.992	BlastRules:WP_000075558
contig_1	cds	2755083	2755496	+	DBOHML_02774	268.0	1.4e-94	1.0	1.0	0.971	BlastRules:WP_001301950
contig_1	cds	2755526	2757538	+	DBOHML_02775	1306.0	0.0	1.0	1.0	0.991	BlastRules:WP_001251544
contig_1	cds	2757560	2758408	+	DBOHML_02776	438.0	1.1e-155	0.805	0.970	0.996	UniRef:UniRef50_A0A0H7JZ87
contig_1	cds	2758445	2759506	-	DBOHML_02777	492.0	4.0e-175	0.802	0.986	0.986	UniRef:UniRef50_A0A376VG75
contig_1	cds	2759719	2761182	+	DBOHML_02778	863.0	1.6e-318	1.0	1.0	0.922	BlastRules:WP_000489630
contig_1	cds	2761203	2761562	+	DBOHML_02779	139.0	9.7e-42	0.941	0.812	0.652	UniRef:UniRef50_Q88MC8
contig_1	cds	2761668	2762414	-	DBOHML_02780	410.0	1.7e-144	1.008	0.903	0.812	UniRef:UniRef50_P69931
contig_1	cds	2762464	2763753	-	DBOHML_02781	786.0	2.7e-287	1.0	0.960	0.995	UniRef:UniRef50_P0AGM7
contig_1	cds	2763839	2764465	-	DBOHML_02782	283.0	6.7e-96	0.995	0.885	0.652	UniRef:UniRef50_Q88PV2
contig_1	cds	2764790	2765827	+	DBOHML_02783	651.0	4.4e-236	1.0	0.827	0.922	UniRef:UniRef50_P08178
contig_1	cds	2765827	2766465	+	DBOHML_02784	308.0	2.8e-105	0.986	0.860	0.703	UniRef:UniRef50_P08179
contig_1	cds	2766637	2768703	+	DBOHML_02785	1314.0	0.0	1.0	0.969	0.958	UniRef:UniRef50_P0A7B1
contig_1	cds	2768708	2770249	+	DBOHML_02786	1009.0	0.0	1.0	0.869	1.0	UniRef:UniRef50_P0AFL6
contig_1	cds	2770288	2772531	-	DBOHML_02787	1458.0	0.0	1.0	1.0	0.995	BlastRules:WP_000772731
contig_1	cds	2772713	2772865	-	DBOHML_02788	97.4	2.4e-27	0.960	0.814	1.0	UniRef:UniRef50_A0A0J2BC76
contig_1	cds	2772901	2773074	+	DBOHML_02789	-	-	-	-	-	-
contig_1	cds	2773388	2773903	+	DBOHML_02790	165.0	3.1e-50	0.994	0.850	0.735	UniRef:UniRef50_P65290
contig_1	cds	2773919	2774458	+	DBOHML_02791	266.0	4.5e-90	1.0	0.952	0.994	UniRef:UniRef50_P76573
contig_1	cds	2774606	2775064	-	DBOHML_02792	303.0	1.6e-105	0.993	0.921	0.921	UniRef:UniRef50_A0A0H2V3X5
contig_1	ncRNA	2775074	2775197	-	DBOHML_02793	146.5	2.1e-23	-	-	-	RFAM:RF01405
contig_1	cds	2775387	2775869	-	DBOHML_02794	248.0	8.5e-84	1.0	0.936	0.863	UniRef:UniRef50_A0A485B6A8
contig_1	cds	2775866	2776495	-	DBOHML_02795	357.0	2.8e-125	0.995	0.933	0.822	UniRef:UniRef50_H2D0G4
contig_1	cds	2776485	2776793	-	DBOHML_02796	142.0	8.2e-44	0.922	0.879	0.745	UniRef:UniRef50_A0A090UZ92
contig_1	cds	2776780	2777184	-	DBOHML_02797	213.0	9.8e-71	0.978	0.891	0.832	UniRef:UniRef50_Q858F2
contig_1	cds	2777387	2777683	-	DBOHML_02798	127.0	7.7e-38	0.949	0.809	0.559	UniRef:UniRef50_A0A6N1X4S9
contig_1	cds	2777680	2779869	-	DBOHML_02799	1467.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A7U3VC35
contig_1	cds	2780065	2780322	+	DBOHML_02800	167.0	5.6e-54	0.965	0.828	0.976	UniRef:UniRef50_B7UGQ3
contig_1	ncRNA	2780405	2780481	+	DBOHML_02801	67.2	3.7e-10	-	-	-	RFAM:RF01394
contig_1	ncRNA	2780506	2780589	+	DBOHML_02802	66.0	2.4e-10	-	-	-	RFAM:RF01695
contig_1	cds	2780638	2781348	+	DBOHML_02803	373.0	8.8e-131	1.008	1.030	0.811	UniRef:UniRef50_A0AAN3LF70
contig_1	cds	2781442	2781609	+	DBOHML_02804	-	-	-	-	-	-
contig_1	cds	2781760	2781918	+	DBOHML_02805	-	-	-	-	-	-
contig_1	cds	2782163	2782324	+	DBOHML_02806	83.2	1.3e-21	0.981	0.852	0.865	UniRef:UniRef50_A0A3T7QPT4
contig_1	cds	2782356	2782652	-	DBOHML_02807	135.0	3.4e-41	0.969	0.922	0.642	UniRef:UniRef50_A8H9P8
contig_1	cds	2782848	2785322	-	DBOHML_02808	1501.0	0.0	0.983	0.886	0.930	UniRef:UniRef50_A0A2X3IHB9
contig_1	cds	2785328	2787130	-	DBOHML_02809	1063.0	0.0	1.025	1.0	0.946	UniRef:UniRef50_A0A0H2Z1G2
contig_1	cds	2787127	2789640	-	DBOHML_02810	985.0	0.0	1.001	1.007	0.600	UniRef:UniRef50_A0A6G1Y4Q5
contig_1	cds	2789640	2790185	-	DBOHML_02811	299.0	4.9e-103	0.912	0.805	0.970	UniRef:UniRef50_A0A4R6EQH0
contig_1	cds	2790185	2790649	-	DBOHML_02812	187.0	1.2e-59	0.981	0.921	0.563	UniRef:UniRef50_B7UGQ8
contig_1	cds	2790649	2793120	-	DBOHML_02813	1120.0	0.0	1.061	1.003	0.643	UniRef:UniRef50_A0A7U0N3E5
contig_1	cds	2793120	2793725	-	DBOHML_02814	380.0	1.2e-134	0.930	0.903	0.995	UniRef:UniRef50_A0A1E7Z3C5
contig_1	cds	2793725	2794048	-	DBOHML_02815	213.0	1.0e-71	1.0	0.964	0.991	UniRef:UniRef50_A0A090UX22
contig_1	cds	2794099	2794434	-	DBOHML_02816	123.0	8.9e-36	1.027	0.983	0.623	UniRef:UniRef50_A0A830SID2
contig_1	cds	2794445	2794882	-	DBOHML_02817	140.0	8.7e-42	1.021	1.0	0.595	UniRef:UniRef50_A0A0H2Z1C9
contig_1	cds	2794934	2795920	-	DBOHML_02818	352.0	1.4e-119	0.988	0.961	0.540	UniRef:UniRef50_A0A1B2I2Q3
contig_1	cds	2795935	2796630	-	DBOHML_02819	255.0	5.2e-84	0.952	0.837	0.786	UniRef:UniRef50_V5TYW3
contig_1	cds	2796633	2796929	-	DBOHML_02820	106.0	1.8e-29	0.990	0.942	0.639	UniRef:UniRef50_A0A0H3MSV9
contig_1	cds	2796926	2798605	-	DBOHML_02821	1056.0	0.0	0.995	0.970	0.998	UniRef:UniRef50_Q858H1
contig_1	cds	2798620	2798826	-	DBOHML_02822	-	-	-	-	-	-
contig_1	tRNA	2799254	2799330	+	DBOHML_02823	88.9	-	-	-	-	-
