locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNIJKLNN_02590	CDS	1287	amtB			Ammonia channel
FNIJKLNN_02591	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
FNIJKLNN_02592	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
FNIJKLNN_02593	CDS	312	atl		COG3695	DNA base-flipping protein
FNIJKLNN_02594	CDS	354	ybaA		COG5507	putative protein YbaA
FNIJKLNN_02595	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
FNIJKLNN_02596	CDS	471	ylaC			Inner membrane protein YlaC
FNIJKLNN_02597	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
FNIJKLNN_02598	CDS	219	hha_1			Hemolysin expression-modulating protein Hha
FNIJKLNN_02599	CDS	375	tomB			Hha toxicity modulator TomB
FNIJKLNN_02600	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
FNIJKLNN_02601	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
FNIJKLNN_02602	CDS	648	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
FNIJKLNN_02603	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
FNIJKLNN_02604	CDS	165				hypothetical protein
FNIJKLNN_02605	CDS	528	priC		COG3923	Primosomal replication protein N''
FNIJKLNN_02606	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
FNIJKLNN_02607	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
FNIJKLNN_02608	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
FNIJKLNN_02609	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
FNIJKLNN_02610	CDS	606	recR		COG0353	Recombination protein RecR
FNIJKLNN_02611	CDS	1875	htpG		COG0326	Chaperone protein HtpG
FNIJKLNN_02612	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
FNIJKLNN_02613	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
FNIJKLNN_02614	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
FNIJKLNN_02615	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
FNIJKLNN_02616	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
FNIJKLNN_02617	CDS	1221	fsr			Fosmidomycin resistance protein
FNIJKLNN_02618	CDS	1653	ushA		COG0737	Protein UshA
FNIJKLNN_02619	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
FNIJKLNN_02620	CDS	795				hypothetical protein
FNIJKLNN_02621	CDS	2505	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
FNIJKLNN_02622	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
FNIJKLNN_02623	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
FNIJKLNN_02624	CDS	1356	bepC			Outer membrane efflux protein BepC
FNIJKLNN_02625	CDS	20778				hypothetical protein
FNIJKLNN_02626	CDS	2163	ltxB	3.6.3.43	COG2274	Leukotoxin export ATP-binding protein LtxB
FNIJKLNN_02627	CDS	1176	prsE			Type I secretion system membrane fusion protein PrsE
FNIJKLNN_02628	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
FNIJKLNN_02629	CDS	204				hypothetical protein
FNIJKLNN_02630	CDS	423				hypothetical protein
FNIJKLNN_02631	CDS	1785	smc			Chromosome partition protein Smc
FNIJKLNN_02632	CDS	363				hypothetical protein
FNIJKLNN_02633	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
FNIJKLNN_02634	CDS	918	qmcA		COG0330	Protein QmcA
FNIJKLNN_02635	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
FNIJKLNN_02636	CDS	780	fetB		COG0390	putative iron export permease protein FetB
FNIJKLNN_02637	CDS	855	ybbN		COG3118	putative protein YbbN
FNIJKLNN_02638	CDS	771		1.-.-.-	COG4221	putative oxidoreductase
FNIJKLNN_02639	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
FNIJKLNN_02640	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FNIJKLNN_02641	CDS	2415				hypothetical protein
FNIJKLNN_02642	CDS	1095	selU	2.9.1.-	COG2603	tRNA 2-selenouridine synthase
FNIJKLNN_02643	CDS	927	allS			HTH-type transcriptional activator AllS
FNIJKLNN_02644	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
FNIJKLNN_02645	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
FNIJKLNN_02646	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
FNIJKLNN_02647	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
FNIJKLNN_02648	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FNIJKLNN_02649	CDS	1455	ybbW		COG1953	Putative allantoin permease
FNIJKLNN_02650	CDS	981				hypothetical protein
FNIJKLNN_02651	CDS	1233	allB	3.5.2.5	COG0044	Allantoinase
FNIJKLNN_02652	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
FNIJKLNN_02653	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
FNIJKLNN_02654	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
FNIJKLNN_02655	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
FNIJKLNN_02656	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
FNIJKLNN_02657	CDS	1668	fdrA_2		COG0074	Protein FdrA
FNIJKLNN_02658	CDS	1260				hypothetical protein
FNIJKLNN_02659	CDS	816				hypothetical protein
FNIJKLNN_02660	CDS	894	arcC2_2	2.7.2.2		Carbamate kinase 2
FNIJKLNN_02661	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
FNIJKLNN_02662	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FNIJKLNN_02663	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
FNIJKLNN_02664	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
FNIJKLNN_02665	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
FNIJKLNN_02666	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
FNIJKLNN_02667	CDS	213	ybcJ		COG2501	putative protein YbcJ
FNIJKLNN_02668	CDS	867	folD		COG0190	Bifunctional protein FolD protein
FNIJKLNN_02669	CDS	543	sfmA			putative fimbrial-like protein SfmA
FNIJKLNN_02670	CDS	693	sfmC			putative fimbrial chaperone SfmC
FNIJKLNN_02671	CDS	2610	sfmD		COG3188	Outer membrane usher protein SfmD
FNIJKLNN_02672	CDS	1008	sfmH_2			putative fimbrial-like protein SfmH
FNIJKLNN_02673	CDS	516	sfmF			putative fimbrial-like protein SfmF
FNIJKLNN_02674	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
FNIJKLNN_02675	tRNA	77				tRNA-Arg(tct)
FNIJKLNN_02676	CDS	1164	intQ_2		COG0582	Putative defective protein IntQ
FNIJKLNN_02677	CDS	279				hypothetical protein
FNIJKLNN_02678	CDS	219				hypothetical protein
FNIJKLNN_02679	CDS	222				hypothetical protein
FNIJKLNN_02680	CDS	192				hypothetical protein
FNIJKLNN_02681	CDS	183				hypothetical protein
FNIJKLNN_02682	CDS	681				hypothetical protein
FNIJKLNN_02683	CDS	786				hypothetical protein
FNIJKLNN_02684	CDS	297				hypothetical protein
FNIJKLNN_02685	CDS	207				hypothetical protein
FNIJKLNN_02686	CDS	933				hypothetical protein
FNIJKLNN_02687	CDS	474				hypothetical protein
FNIJKLNN_02688	CDS	756	prtR		COG2932	HTH-type transcriptional regulator PrtR
FNIJKLNN_02689	CDS	231				hypothetical protein
FNIJKLNN_02690	CDS	540				hypothetical protein
FNIJKLNN_02691	CDS	1005				hypothetical protein
FNIJKLNN_02692	CDS	702				hypothetical protein
FNIJKLNN_02693	CDS	303				hypothetical protein
FNIJKLNN_02694	CDS	1503				hypothetical protein
FNIJKLNN_02695	CDS	609				hypothetical protein
FNIJKLNN_02696	CDS	507				hypothetical protein
FNIJKLNN_02697	CDS	456				hypothetical protein
FNIJKLNN_02698	CDS	171				hypothetical protein
FNIJKLNN_02699	CDS	291	ybcO	3.1.-.-		Putative nuclease YbcO
FNIJKLNN_02700	CDS	363	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
FNIJKLNN_02701	CDS	384				hypothetical protein
FNIJKLNN_02702	CDS	1083	ompD_1			Outer membrane porin protein OmpD
FNIJKLNN_02703	CDS	216				hypothetical protein
FNIJKLNN_02704	CDS	498	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
FNIJKLNN_02705	CDS	468				hypothetical protein
FNIJKLNN_02706	CDS	153				hypothetical protein
FNIJKLNN_02707	CDS	981				hypothetical protein
FNIJKLNN_02708	CDS	546				hypothetical protein
FNIJKLNN_02709	CDS	1926				hypothetical protein
FNIJKLNN_02710	CDS	207				hypothetical protein
FNIJKLNN_02711	CDS	1602				hypothetical protein
FNIJKLNN_02712	CDS	1332	sppA_2	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
FNIJKLNN_02713	CDS	333				hypothetical protein
FNIJKLNN_02714	CDS	1026				hypothetical protein
FNIJKLNN_02715	CDS	396				hypothetical protein
FNIJKLNN_02716	CDS	354				hypothetical protein
FNIJKLNN_02717	CDS	579				hypothetical protein
FNIJKLNN_02718	CDS	396				hypothetical protein
FNIJKLNN_02719	CDS	741				hypothetical protein
FNIJKLNN_02720	CDS	423				hypothetical protein
FNIJKLNN_02721	CDS	435				hypothetical protein
FNIJKLNN_02722	CDS	2556				hypothetical protein
FNIJKLNN_02723	CDS	330				hypothetical protein
FNIJKLNN_02724	CDS	699				hypothetical protein
FNIJKLNN_02725	CDS	744	mec_1	3.13.1.6	COG1310	CysO-cysteine peptidase
FNIJKLNN_02726	CDS	573				hypothetical protein
FNIJKLNN_02727	CDS	3498				hypothetical protein
FNIJKLNN_02728	CDS	2370				hypothetical protein
FNIJKLNN_02729	CDS	282				hypothetical protein
FNIJKLNN_02730	CDS	705				hypothetical protein
FNIJKLNN_02731	CDS	294				hypothetical protein
FNIJKLNN_02732	CDS	750	appY		COG2207	HTH-type transcriptional regulator AppY
FNIJKLNN_02733	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
FNIJKLNN_02734	CDS	762	gadX_3			HTH-type transcriptional regulator GadX
FNIJKLNN_02735	CDS	891				hypothetical protein
FNIJKLNN_02736	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
FNIJKLNN_02737	CDS	2238				hypothetical protein
FNIJKLNN_02738	CDS	537				hypothetical protein
FNIJKLNN_02739	CDS	429				hypothetical protein
FNIJKLNN_02740	CDS	447				hypothetical protein
FNIJKLNN_02741	CDS	120				hypothetical protein
FNIJKLNN_02742	CDS	243				hypothetical protein
FNIJKLNN_02743	CDS	1137				hypothetical protein
FNIJKLNN_02744	CDS	201				hypothetical protein
FNIJKLNN_02745	CDS	462				hypothetical protein
FNIJKLNN_02746	CDS	657				hypothetical protein
FNIJKLNN_02747	CDS	471				hypothetical protein
FNIJKLNN_02748	CDS	279				hypothetical protein
FNIJKLNN_02749	CDS	1011				hypothetical protein
FNIJKLNN_02750	CDS	315				hypothetical protein
FNIJKLNN_02751	CDS	1041				hypothetical protein
FNIJKLNN_02752	CDS	1041				hypothetical protein
FNIJKLNN_02753	CDS	300				hypothetical protein
FNIJKLNN_02754	CDS	1449	cusS	2.7.13.3	COG0642	Sensor kinase CusS
FNIJKLNN_02755	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
FNIJKLNN_02756	CDS	1383	cusC_2		COG1538	Cation efflux system protein CusC
FNIJKLNN_02757	CDS	333	cusF		COG5569	Cation efflux system protein CusF
FNIJKLNN_02758	CDS	1224	cusB			Cation efflux system protein CusB
FNIJKLNN_02759	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
FNIJKLNN_02760	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
FNIJKLNN_02761	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
FNIJKLNN_02762	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
FNIJKLNN_02763	CDS	384	yjbR_2		COG2315	putative protein YjbR
FNIJKLNN_02764	CDS	249				hypothetical protein
FNIJKLNN_02765	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
FNIJKLNN_02766	CDS	177				hypothetical protein
FNIJKLNN_02767	CDS	153	hokA_3			Protein HokA
FNIJKLNN_02768	CDS	153	hokA_4			Protein HokA
FNIJKLNN_02769	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
FNIJKLNN_02770	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
FNIJKLNN_02771	CDS	1203	fes		COG2382	Enterochelin esterase
FNIJKLNN_02772	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
FNIJKLNN_02773	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
FNIJKLNN_02774	CDS	549	fimA_3			Type-1 fimbrial protein, A chain
FNIJKLNN_02775	CDS	447	lpfA			putative major fimbrial subunit LpfA
FNIJKLNN_02776	CDS	726	fimC_2			Chaperone protein FimC
FNIJKLNN_02777	CDS	2637	fimD_1		COG3188	Outer membrane usher protein FimD
FNIJKLNN_02778	CDS	531	fimF_1			Protein FimF
FNIJKLNN_02779	CDS	504	fimG_1			Protein FimG
FNIJKLNN_02780	CDS	903	fimH_1			Type 1 fimbrin D-mannose specific adhesin
FNIJKLNN_02781	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
FNIJKLNN_02782	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
FNIJKLNN_02783	CDS	1461	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
FNIJKLNN_02784	CDS	774	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
FNIJKLNN_02785	CDS	831				hypothetical protein
FNIJKLNN_02786	CDS	102	ytiC			Protein YtiC
FNIJKLNN_02787	CDS	393	iraD			Anti-adapter protein IraD
FNIJKLNN_02788	CDS	912	yjiE			HTH-type transcriptional regulator YjiE
FNIJKLNN_02789	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
FNIJKLNN_02790	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
FNIJKLNN_02791	CDS	684				hypothetical protein
FNIJKLNN_02792	CDS	555	kptA	2.7.1.-		RNA 2'-phosphotransferase
FNIJKLNN_02793	CDS	1179				hypothetical protein
FNIJKLNN_02794	CDS	972	yjiK		COG3204	putative protein YjiK
FNIJKLNN_02795	CDS	258				hypothetical protein
FNIJKLNN_02796	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
FNIJKLNN_02797	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
FNIJKLNN_02798	CDS	1281				hypothetical protein
FNIJKLNN_02799	CDS	1233	mdtM			Multidrug resistance protein MdtM
FNIJKLNN_02800	CDS	921	rpnD	3.1.21.-		Recombination-promoting nuclease RpnD
FNIJKLNN_02801	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
FNIJKLNN_02802	CDS	165				hypothetical protein
FNIJKLNN_02803	CDS	3291				hypothetical protein
FNIJKLNN_02804	CDS	1362				hypothetical protein
FNIJKLNN_02805	CDS	4905	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
FNIJKLNN_02806	CDS	1047	mcrC		COG4268	Protein McrC
FNIJKLNN_02807	CDS	1398	mcrB	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
FNIJKLNN_02808	CDS	342	symE	3.1.-.-		Toxic protein SymE
FNIJKLNN_02809	CDS	1395	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
FNIJKLNN_02810	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
FNIJKLNN_02811	CDS	3513	radD_1	3.6.4.12	COG1061	Putative DNA repair helicase RadD
FNIJKLNN_02812	CDS	915	mrr		COG1715	Mrr restriction system protein
FNIJKLNN_02813	CDS	957	yjiA		COG0523	putative GTP-binding protein YjiA
FNIJKLNN_02814	CDS	204				hypothetical protein
FNIJKLNN_02815	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
FNIJKLNN_02816	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
FNIJKLNN_02817	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
FNIJKLNN_02818	CDS	891	exsA		COG2207	Exoenzyme S synthesis regulatory protein ExsA
FNIJKLNN_02819	CDS	1377	ttuB			Putative tartrate transporter
FNIJKLNN_02820	CDS	789	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
FNIJKLNN_02821	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
FNIJKLNN_02822	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
FNIJKLNN_02823	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
FNIJKLNN_02824	CDS	1467	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
FNIJKLNN_02825	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
FNIJKLNN_02826	CDS	447	badR			Transcriptional activatory protein BadR
FNIJKLNN_02827	CDS	1665	tsr		COG0840	Methyl-accepting chemotaxis protein I
FNIJKLNN_02828	CDS	471	lgoT_1			putative L-galactonate transporter
FNIJKLNN_02829	CDS	837	lgoT_2			putative L-galactonate transporter
FNIJKLNN_02830	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
FNIJKLNN_02831	CDS	1023	lgoD	1.1.1.-	COG1063	L-galactonate-5-dehydrogenase
FNIJKLNN_02832	CDS	2292	mdoB_1	2.7.8.20		Phosphoglycerol transferase I
FNIJKLNN_02833	CDS	495				hypothetical protein
FNIJKLNN_02834	CDS	738	dnaC_1		COG1484	DNA replication protein DnaC
FNIJKLNN_02835	CDS	540	dnaT_1			Primosomal protein 1
FNIJKLNN_02836	CDS	474				hypothetical protein
FNIJKLNN_02837	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
FNIJKLNN_02838	CDS	726	yjjQ			Putative transcription factor YjjQ
FNIJKLNN_02839	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
FNIJKLNN_02840	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
FNIJKLNN_02841	CDS	237				hypothetical protein
FNIJKLNN_02842	tRNA	87				tRNA-Leu(cag)
FNIJKLNN_02843	tRNA	87				tRNA-Leu(cag)
FNIJKLNN_02844	tRNA	87				tRNA-Leu(cag)
FNIJKLNN_02845	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
FNIJKLNN_02846	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
FNIJKLNN_02847	CDS	447	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
FNIJKLNN_02848	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
FNIJKLNN_02849	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
FNIJKLNN_02850	CDS	606	osmY_2		COG2823	Osmotically-inducible protein Y
FNIJKLNN_02851	CDS	162				hypothetical protein
FNIJKLNN_02852	CDS	1074				hypothetical protein
FNIJKLNN_02853	CDS	780	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
FNIJKLNN_02854	CDS	705	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
FNIJKLNN_02855	CDS	1551	yjjI			putative protein YjjI
FNIJKLNN_02856	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
FNIJKLNN_02857	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
FNIJKLNN_02858	CDS	1224	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
FNIJKLNN_02859	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
FNIJKLNN_02860	CDS	228				hypothetical protein
FNIJKLNN_02861	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
FNIJKLNN_02862	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
FNIJKLNN_02863	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
FNIJKLNN_02864	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
FNIJKLNN_02865	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
FNIJKLNN_02866	CDS	213				hypothetical protein
FNIJKLNN_02867	CDS	417				hypothetical protein
FNIJKLNN_02868	CDS	798	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FNIJKLNN_02869	CDS	1011	pld1	1.1.1.107		Pyridoxal 4-dehydrogenase
FNIJKLNN_02870	CDS	888	hcaR_2			Hca operon transcriptional activator HcaR
FNIJKLNN_02871	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
FNIJKLNN_02872	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
FNIJKLNN_02873	CDS	297	trpR		COG2973	Trp operon repressor
FNIJKLNN_02874	CDS	516	yjjX	3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
FNIJKLNN_02875	CDS	648	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
FNIJKLNN_02876	CDS	870	rob_2		COG2207	Right origin-binding protein
FNIJKLNN_02877	CDS	474				hypothetical protein
FNIJKLNN_02878	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
FNIJKLNN_02879	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
FNIJKLNN_02880	CDS	1353	creD		COG4452	Inner membrane protein CreD
FNIJKLNN_02881	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
FNIJKLNN_02882	CDS	687		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
FNIJKLNN_02883	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
FNIJKLNN_02884	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
FNIJKLNN_02885	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
FNIJKLNN_02886	CDS	297				hypothetical protein
FNIJKLNN_02887	CDS	777				hypothetical protein
FNIJKLNN_02888	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
FNIJKLNN_02889	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
FNIJKLNN_02890	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
FNIJKLNN_02891	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
FNIJKLNN_02892	CDS	714				hypothetical protein
FNIJKLNN_02893	CDS	405				hypothetical protein
FNIJKLNN_02894	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
FNIJKLNN_02895	CDS	1131	dnaJ_1		COG0484	Chaperone protein DnaJ
FNIJKLNN_02896	CDS	210	hokC_2			Toxic protein HokC
FNIJKLNN_02897	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
FNIJKLNN_02898	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
FNIJKLNN_02899	CDS	960				hypothetical protein
FNIJKLNN_02900	CDS	2451	yehB_1		COG3188	Outer membrane usher protein YehB
FNIJKLNN_02901	CDS	684	yehC_1		COG3121	putative fimbrial chaperone YehC
FNIJKLNN_02902	CDS	534	yehD_1			putative fimbrial-like protein YehD
FNIJKLNN_02903	CDS	1422				hypothetical protein
FNIJKLNN_02904	CDS	264	rpsT		COG0268	30S ribosomal protein S20
FNIJKLNN_02905	CDS	942	ribF		COG0196	Riboflavin biosynthesis protein RibF
FNIJKLNN_02906	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
FNIJKLNN_02907	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
FNIJKLNN_02908	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
FNIJKLNN_02909	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
FNIJKLNN_02910	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
FNIJKLNN_02911	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FNIJKLNN_02912	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
FNIJKLNN_02913	CDS	3219	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
FNIJKLNN_02914	CDS	219				hypothetical protein
FNIJKLNN_02915	CDS	396				hypothetical protein
FNIJKLNN_02916	CDS	591	yrdA_2		COG0663	Protein YrdA
FNIJKLNN_02917	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
FNIJKLNN_02918	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
FNIJKLNN_02919	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
FNIJKLNN_02920	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
FNIJKLNN_02921	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
FNIJKLNN_02922	CDS	771	fixA_2		COG2086	Protein FixA
FNIJKLNN_02923	CDS	942	fixB_2		COG2025	Protein FixB
FNIJKLNN_02924	CDS	1287		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
FNIJKLNN_02925	CDS	288	fixX_3		COG2440	Ferredoxin-like protein FixX
FNIJKLNN_02926	CDS	1332	ygcS_2			Inner membrane metabolite transport protein YgcS
FNIJKLNN_02927	CDS	531	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
FNIJKLNN_02928	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FNIJKLNN_02929	CDS	615	folA	1.5.1.3	COG0262	Dihydrofolate reductase
FNIJKLNN_02930	CDS	843	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
FNIJKLNN_02931	CDS	378	apaG		COG2967	Protein ApaG
FNIJKLNN_02932	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FNIJKLNN_02933	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
FNIJKLNN_02934	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
FNIJKLNN_02935	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
FNIJKLNN_02936	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
FNIJKLNN_02937	CDS	732				hypothetical protein
